captured_at,article,sku,query,position,previous,delta,status,checked,page,http,endpoint,source
2026-09-18T13:39:06.698799+00:00,Лоток_К_18шт_6,4832817032,органайзер для саморезов,,,,http_error,0,1,403,html_search,ozon_web_json
